发布日期,岗位标题,岗位描述,地区,公司规模,学历要求,薪资下限,薪资上限
2023-12-30,技术支持工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉技术支持、客户沟通、文档编写等相关技术，具备良好的沟通能力和团队协作精神。,北京,50-150人,硕士,22391,35536
2023-12-31,市场经理,分析市场趋势和竞争对手，制定市场策略。要求熟悉活动策划、品牌建设、市场营销等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,硕士,19551,33201
2023-12-31,运维工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉监控、Docker、运维等相关技术，具备良好的沟通能力和团队协作精神。,南京,500-1000人,大专,9558,16402
2024-01-01,全栈开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Node.js、MongoDB、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,深圳,少于50人,硕士,13465,24502
2024-01-03,人力资源专员,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉招聘、绩效考核、员工关系等相关技术，具备良好的沟通能力和团队协作精神。,重庆,少于50人,大专,5000,7000
2024-01-04,算法工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉数据结构、机器学习、算法等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,本科,8362,15193
2024-01-05,UI设计师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉用户体验、Figma、Sketch等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,硕士,22993,35490
2024-01-05,架构师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉性能优化、系统架构、技术选型等相关技术，具备良好的沟通能力和团队协作精神。,武汉,150-500人,博士,15539,27764
2024-01-06,UI设计师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Figma、Sketch、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,硕士,17339,26937
2024-01-06,数据分析师,设计和维护数据报表，监控业务指标变化。要求熟悉统计学、Excel、Python等相关技术，具备良好的沟通能力和团队协作精神。,杭州,50-150人,本科,16544,25273
2024-01-07,项目经理,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉风险控制、团队协调、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,广州,少于50人,博士,27346,47518
2024-01-08,架构师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉技术选型、性能优化、微服务等相关技术，具备良好的沟通能力和团队协作精神。,广州,50-150人,博士,15972,31001
2024-01-09,人力资源专员,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉招聘、员工关系、绩效考核等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,大专,7914,14146
2024-01-09,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉用户研究、Axure、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,上海,150-500人,大专,18130,30403
2024-01-10,项目经理,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉进度控制、风险控制、项目管理等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,硕士,23086,40848
2024-01-10,项目经理,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉进度控制、项目管理、风险控制等相关技术，具备良好的沟通能力和团队协作精神。,南京,150-500人,硕士,20501,35303
2024-01-11,算法工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉深度学习、机器学习、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,天津,500-1000人,本科,10293,18028
2024-01-12,运维工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Linux、Docker、监控等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,大专,14731,24549
2024-01-12,前端开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉CSS、JavaScript、React等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,硕士,14039,23180
2024-01-12,UI设计师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉用户体验、Figma、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,天津,50-150人,本科,10119,15964
2024-01-14,市场经理,分析市场趋势和竞争对手，制定市场策略。要求熟悉活动策划、品牌建设、渠道拓展等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,硕士,14630,28653
2024-01-14,数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉深度学习、PyTorch、TensorFlow等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,博士,59695,93404
2024-01-15,机器学习工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉机器学习、特征工程、Python等相关技术，具备良好的沟通能力和团队协作精神。,成都,500-1000人,博士,23363,37602
2024-01-15,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉销售、业绩目标、客户关系等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,硕士,16161,26673
2024-01-15,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉FastAPI、Redis、Flask等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,博士,19155,31452
2024-01-16,算法工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉深度学习、算法、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,北京,50-150人,硕士,18627,31455
2024-01-16,财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉财务报表、Excel、财务分析等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,硕士,13381,20886
2024-01-16,Java后端开发,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉SpringBoot、Java、Redis等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,硕士,20089,33800
2024-01-16,Java后端开发,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Dubbo、Java、SpringBoot等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,博士,17131,31686
2024-01-17,市场经理,策划营销活动，提升产品知名度和市场份额。要求熟悉品牌建设、活动策划、市场营销等相关技术，具备良好的沟通能力和团队协作精神。,广州,50-150人,硕士,22405,38687
2024-01-17,数据分析师,设计和维护数据报表，监控业务指标变化。要求熟悉Tableau、SQL、Excel等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,本科,20528,30016
2024-01-19,全栈开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉MongoDB、MySQL、Node.js等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,硕士,17218,31500
2024-01-19,项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉风险控制、项目管理、团队协调等相关技术，具备良好的沟通能力和团队协作精神。,南京,150-500人,硕士,16265,31067
2024-01-20,测试工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉缺陷管理、测试、自动化测试等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,大专,12214,21035
2024-01-22,UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉交互设计、Figma、Sketch等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,博士,16786,28112
2024-01-22,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Redis、Spring、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,博士,18399,31344
2024-01-23,架构师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉微服务、系统架构、性能优化等相关技术，具备良好的沟通能力和团队协作精神。,成都,少于50人,博士,15300,26303
2024-01-23,技术支持工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉客户沟通、技术支持、问题排查等相关技术，具备良好的沟通能力和团队协作精神。,重庆,50-150人,硕士,9603,17498
2024-01-23,运维工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉运维、Docker、K8s等相关技术，具备良好的沟通能力和团队协作精神。,广州,50-150人,博士,21335,36365
2024-01-25,运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉运维、K8s、Docker等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,硕士,18854,31994
2024-01-25,测试工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉测试、缺陷管理、性能测试等相关技术，具备良好的沟通能力和团队协作精神。,北京,150-500人,硕士,16615,30118
2024-01-26,架构师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉微服务、性能优化、系统架构等相关技术，具备良好的沟通能力和团队协作精神。,杭州,少于50人,本科,9303,17113
2024-01-26,全栈开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉JavaScript、React、Node.js等相关技术，具备良好的沟通能力和团队协作精神。,成都,500-1000人,本科,11343,19253
2024-01-28,技术支持工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉问题排查、客户沟通、文档编写等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,硕士,11483,19871
2024-01-28,前端开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉JavaScript、Vue、HTML等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,博士,18729,31386
2024-01-29,市场经理,分析市场趋势和竞争对手，制定市场策略。要求熟悉活动策划、渠道拓展、市场营销等相关技术，具备良好的沟通能力和团队协作精神。,苏州,50-150人,本科,14047,24522
2024-01-29,Java后端开发,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Spring、SpringBoot、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,硕士,10244,18762
2024-01-29,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉FastAPI、Redis、Python等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,本科,14786,27250
2024-01-30,运维工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉监控、K8s、Linux等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,博士,30684,48877
2024-01-30,产品经理,分析用户需求和市场动态，制定产品发展策略。要求熟悉数据分析、用户研究、Axure等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,硕士,20356,36809
2024-01-30,数据分析师,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉SQL、Python、统计学等相关技术，具备良好的沟通能力和团队协作精神。,西安,1000人以上,博士,25311,39463
2024-01-31,财务分析师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉财务报表、预算编制、财务分析等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,本科,11004,17556
2024-01-31,运维工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Linux、Docker、K8s等相关技术，具备良好的沟通能力和团队协作精神。,西安,少于50人,大专,6579,11034
2024-02-02,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Spring、MySQL、SpringBoot等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,本科,15279,27431
2024-02-02,数据分析师,构建机器学习模型，解决实际业务问题。要求熟悉Python、SQL、统计学等相关技术，具备良好的沟通能力和团队协作精神。,上海,50-150人,大专,13623,21320
2024-02-03,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉商务谈判、客户关系、销售等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,大专,8462,15978
2024-02-04,人力资源专员,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉培训、招聘、员工关系等相关技术，具备良好的沟通能力和团队协作精神。,南京,500-1000人,硕士,9307,16025
2024-02-04,架构师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉微服务、系统架构、技术选型等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,大专,10153,17368
2024-02-05,算法工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Python、算法、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,西安,少于50人,硕士,10402,17571
2024-02-05,技术支持工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉客户沟通、问题排查、技术支持等相关技术，具备良好的沟通能力和团队协作精神。,上海,50-150人,硕士,17357,29864
2024-02-05,数据科学家,设计和维护数据报表，监控业务指标变化。要求熟悉PyTorch、机器学习、Python等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,硕士,22028,37601
2024-02-06,全栈开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉React、MySQL、MongoDB等相关技术，具备良好的沟通能力和团队协作精神。,西安,少于50人,本科,7595,13110
2024-02-06,市场经理,策划营销活动，提升产品知名度和市场份额。要求熟悉活动策划、品牌建设、市场营销等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,博士,28964,51522
2024-02-06,前端开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉JavaScript、CSS、TypeScript等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,硕士,22472,38517
2024-02-06,测试工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉自动化测试、性能测试、缺陷管理等相关技术，具备良好的沟通能力和团队协作精神。,北京,150-500人,博士,16455,34969
2024-02-06,全栈开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉MongoDB、React、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,北京,少于50人,硕士,17853,29218
2024-02-07,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉商务谈判、客户关系、业绩目标等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,大专,7925,13495
2024-02-08,全栈开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉React、Node.js、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,北京,150-500人,博士,26848,45362
2024-02-09,Java后端开发,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Java、Redis、Spring等相关技术，具备良好的沟通能力和团队协作精神。,苏州,50-150人,大专,6794,12326
2024-02-09,Java后端开发,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Spring、Java、SpringBoot等相关技术，具备良好的沟通能力和团队协作精神。,苏州,少于50人,本科,8891,15078
2024-02-10,销售代表,策划营销活动，提升产品知名度和市场份额。要求熟悉商务谈判、客户关系、销售等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,大专,9057,15463
2024-02-10,运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Linux、监控、Docker等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,大专,7179,12590
2024-02-11,运维工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉监控、Linux、Docker等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,大专,9635,16850
2024-02-11,算法工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉深度学习、Python、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,苏州,50-150人,硕士,5636,10131
2024-02-11,机器学习工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉机器学习、特征工程、Python等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,硕士,16607,30183
2024-02-11,市场经理,分析市场趋势和竞争对手，制定市场策略。要求熟悉渠道拓展、活动策划、市场营销等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,硕士,29871,53569
2024-02-12,数据科学家,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉PyTorch、Python、TensorFlow等相关技术，具备良好的沟通能力和团队协作精神。,天津,少于50人,本科,15361,26458
2024-02-12,UI设计师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉UI设计、用户体验、Sketch等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,硕士,13388,21803
2024-02-13,市场经理,策划营销活动，提升产品知名度和市场份额。要求熟悉品牌建设、活动策划、市场营销等相关技术，具备良好的沟通能力和团队协作精神。,武汉,1000人以上,博士,27262,49052
2024-02-13,架构师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉性能优化、微服务、系统架构等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,博士,21371,38603
2024-02-13,技术支持工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉技术支持、客户沟通、问题排查等相关技术，具备良好的沟通能力和团队协作精神。,重庆,少于50人,本科,7527,12907
2024-02-14,销售代表,策划营销活动，提升产品知名度和市场份额。要求熟悉客户关系、商务谈判、销售等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,本科,10108,19504
2024-02-14,数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉Python、深度学习、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,大专,24316,42545
2024-02-14,测试工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉自动化测试、性能测试、测试等相关技术，具备良好的沟通能力和团队协作精神。,重庆,150-500人,本科,9988,16318
2024-02-15,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉产品设计、用户研究、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,硕士,23118,41439
2024-02-16,机器学习工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Python、特征工程、模型调优等相关技术，具备良好的沟通能力和团队协作精神。,重庆,少于50人,硕士,10181,17175
2024-02-16,数据科学家,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉TensorFlow、Python、PyTorch等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,博士,37031,61998
2024-02-16,架构师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉技术选型、微服务、性能优化等相关技术，具备良好的沟通能力和团队协作精神。,重庆,150-500人,大专,6667,11731
2024-02-17,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉SpringBoot、MySQL、Spring等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,博士,27427,47009
2024-02-18,数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉PyTorch、深度学习、TensorFlow等相关技术，具备良好的沟通能力和团队协作精神。,北京,少于50人,博士,55575,85081
2024-02-18,Python开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉FastAPI、Django、Redis等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,大专,8213,14897
2024-02-19,项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉项目管理、团队协调、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,北京,50-150人,硕士,25587,44641
2024-02-19,Python开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Python、FastAPI、Django等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,大专,10909,19612
2024-02-19,UI设计师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉用户体验、UI设计、Sketch等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,本科,8913,13915
2024-02-20,财务分析师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉财务报表、财务分析、预算编制等相关技术，具备良好的沟通能力和团队协作精神。,南京,500-1000人,硕士,17414,28162
2024-02-20,项目经理,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉团队协调、项目管理、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,深圳,1000人以上,本科,65355,118761
2024-02-20,项目经理,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉进度控制、风险控制、团队协调等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,大专,24203,39014
2024-02-21,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Redis、Java、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,上海,50-150人,本科,10467,20088
2024-02-21,人力资源专员,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉员工关系、招聘、培训等相关技术，具备良好的沟通能力和团队协作精神。,西安,500-1000人,硕士,7654,13452
2024-02-21,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉数据分析、Axure、需求分析等相关技术，具备良好的沟通能力和团队协作精神。,深圳,1000人以上,博士,47129,79172
2024-02-22,人力资源专员,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉招聘、培训、绩效考核等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,本科,5962,10017
2024-02-23,财务分析师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉财务报表、预算编制、财务分析等相关技术，具备良好的沟通能力和团队协作精神。,上海,50-150人,博士,28384,45702
2024-02-23,财务分析师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Excel、财务分析、预算编制等相关技术，具备良好的沟通能力和团队协作精神。,南京,50-150人,硕士,16874,26157
2024-02-24,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉MySQL、Dubbo、Java等相关技术，具备良好的沟通能力和团队协作精神。,成都,500-1000人,硕士,6119,10192
2024-02-24,产品经理,协调研发、设计、运营团队，确保产品按时交付。要求熟悉需求分析、Axure、用户研究等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,大专,10058,16918
2024-02-25,全栈开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉React、JavaScript、MongoDB等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,博士,25582,42493
2024-02-25,运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉运维、K8s、监控等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,硕士,19442,33636
2024-02-25,机器学习工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Python、模型调优、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,深圳,少于50人,大专,9981,16706
2024-02-25,UI设计师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉交互设计、UI设计、用户体验等相关技术，具备良好的沟通能力和团队协作精神。,杭州,50-150人,大专,9517,15567
2024-02-25,全栈开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉MySQL、React、Node.js等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,本科,11797,21687
2024-02-26,架构师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉技术选型、系统架构、性能优化等相关技术，具备良好的沟通能力和团队协作精神。,成都,少于50人,博士,12889,23783
2024-02-26,全栈开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉JavaScript、MongoDB、React等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,本科,14792,24800
2024-02-26,运营专员,分析运营数据，优化运营策略和流程。要求熟悉用户增长、活动策划、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,大专,5488,8732
2024-02-26,人力资源专员,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉员工关系、绩效考核、培训等相关技术，具备良好的沟通能力和团队协作精神。,上海,150-500人,本科,10354,16684
2024-02-27,技术支持工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉文档编写、客户沟通、问题排查等相关技术，具备良好的沟通能力和团队协作精神。,武汉,1000人以上,本科,10979,19049
2024-02-27,人力资源专员,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉员工关系、绩效考核、培训等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,大专,8984,15060
2024-02-28,前端开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉CSS、React、TypeScript等相关技术，具备良好的沟通能力和团队协作精神。,西安,少于50人,本科,8373,13888
2024-02-28,测试工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉测试、缺陷管理、性能测试等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,硕士,18695,30909
2024-03-01,算法工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉数据结构、算法、Python等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,本科,8891,16153
2024-03-01,技术支持工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉技术支持、文档编写、问题排查等相关技术，具备良好的沟通能力和团队协作精神。,南京,50-150人,博士,19709,32816
2024-03-02,算法工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉算法、Python、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,深圳,少于50人,硕士,15099,26244
2024-03-02,测试工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉自动化测试、缺陷管理、测试等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,博士,18414,31485
2024-03-03,前端开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Vue、TypeScript、CSS等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,博士,14977,26705
2024-03-03,全栈开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Node.js、MongoDB、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,大专,10551,18362
2024-03-05,机器学习工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉机器学习、Python、特征工程等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,博士,19995,37568
2024-03-05,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉Axure、数据分析、需求分析等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,硕士,19601,33447
2024-03-05,前端开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉JavaScript、Vue、TypeScript等相关技术，具备良好的沟通能力和团队协作精神。,苏州,1000人以上,硕士,14949,26529
2024-03-07,数据分析师,设计和维护数据报表，监控业务指标变化。要求熟悉统计学、Excel、Tableau等相关技术，具备良好的沟通能力和团队协作精神。,北京,50-150人,大专,13488,21460
2024-03-07,UI设计师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉UI设计、Figma、用户体验等相关技术，具备良好的沟通能力和团队协作精神。,广州,少于50人,本科,10267,16868
2024-03-08,全栈开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉MySQL、Node.js、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,本科,11488,18749
2024-03-08,数据科学家,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉Python、PyTorch、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,武汉,50-150人,硕士,25162,41043
2024-03-08,市场经理,策划营销活动，提升产品知名度和市场份额。要求熟悉渠道拓展、市场营销、品牌建设等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,博士,21838,35223
2024-03-09,Java后端开发,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Dubbo、Java、SpringBoot等相关技术，具备良好的沟通能力和团队协作精神。,苏州,150-500人,本科,10922,18345
2024-03-09,架构师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉技术选型、性能优化、微服务等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,硕士,15480,26095
2024-03-09,机器学习工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉机器学习、模型调优、特征工程等相关技术，具备良好的沟通能力和团队协作精神。,深圳,1000人以上,大专,11267,20949
2024-03-09,数据分析师,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉统计学、Tableau、SQL等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,博士,27102,45257
2024-03-11,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉用户研究、数据分析、产品设计等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,博士,22554,38294
2024-03-12,数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉TensorFlow、PyTorch、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,博士,66273,108754
2024-03-12,运维工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Docker、监控、Linux等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,大专,11053,18864
2024-03-12,测试工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉性能测试、缺陷管理、自动化测试等相关技术，具备良好的沟通能力和团队协作精神。,杭州,150-500人,大专,10874,18297
2024-03-13,财务分析师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉预算编制、财务报表、Excel等相关技术，具备良好的沟通能力和团队协作精神。,苏州,少于50人,博士,18450,29808
2024-03-14,机器学习工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉机器学习、Python、特征工程等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,博士,15825,27734
